NCBI_Accession	Directory_Name	Species	Common_Name
GCA_004027225.1	Strigops_habroptila__Kakapo__HLstrHab1__GCA_004027225.1	Strigops habroptila	Kakapo
GCA_010014925.1	Lorius_garrulus__chattering_lory__HLlorGar1__GCA_010014925.1	Lorius garrulus	chattering lory
GCA_010014875.1	Psitteuteles_goldiei__Goldies_lorikeet__HLpsiGol1__GCA_010014875.1	Psitteuteles goldiei	Goldies lorikeet
GCA_041053225.1	Trichoglossus_moluccanus__rainbow_lorikeet__HLtriMol2__GCA_041053225.1	Trichoglossus moluccanus	rainbow lorikeet
GCA_012275295.1	Melopsittacus_undulatus__budgerigar__HLmelUnd2__GCA_012275295.1	Melopsittacus undulatus	budgerigar
GCF_000710305.1	Buceros_rhinoceros_silvestris__Rhinoceros_hornbill__bucRhi1__GCF_000710305.1	Buceros rhinoceros silvestris	Rhinoceros hornbill
GCA_046766075.1	Tockus_deckeni__Von_der_Deckens_hornbill__HLtocDeck1__GCA_046766075.1	Tockus deckeni	Von der Deckens hornbill
GCA_009769605.1	Bucorvus_abyssinicus__Abyssinian_ground-hornbill__HLbucAby1__GCA_009769605.1	Bucorvus abyssinicus	Abyssinian ground-hornbill
GCA_042477495.1	Bucorvus_leadbeateri__Southern_ground_hornbill__HLbucLead1__GCA_042477495.1	Bucorvus leadbeateri	Southern ground hornbill
GCA_028565055.1	Phoeniculus_purpureus__Green_woodhoopoe__HLphoPurp1__GCA_028565055.1	Phoeniculus purpureus	Green woodhoopoe
GCA_013400115.1	Rhinopomastus_cyanomelas__common_scimitar-bill__HLrhiCya1__GCA_013400115.1	Rhinopomastus cyanomelas	common scimitar-bill
GCA_013397515.1	Upupa_epops__Eurasian_hoopoe__HLupuEpo1__GCA_013397515.1	Upupa epops	Eurasian hoopoe
GCF_028858725.1	Colius_striatus__Speckled_mousebird__HLcolStr2__GCF_028858725.1	Colius striatus	Speckled mousebird
GCF_000690715.1	Colius_striatus__speckled_mousebird__colStr1__GCF_000690715.1	Colius striatus	speckled mousebird
GCA_013401255.1	Urocolius_indicus__Red_faced_mousebird__HLuroInd1__GCA_013401255.1	Urocolius indicus	Red faced mousebird
GCA_013397595.1	Halcyon_senegalensis__Woodland_kingfisher__HLhalSen1__GCA_013397595.1	Halcyon senegalensis	Woodland kingfisher
GCA_033439825.1	Todiramphus_cinnamominus__Micronesian_kingfisher__HLtodCinn1__GCA_033439825.1	Todiramphus cinnamominus	Micronesian kingfisher
GCA_025345505.1	Todiramphus_chloris_collaris__Collared_kingfisher__HLtodChloCol1__GCA_025345505.1	Todiramphus chloris collaris	Collared kingfisher
GCA_013401335.1	Brachypteracias_leptosomus__short-legged_ground-roller__HLbraLep1__GCA_013401335.1	Brachypteracias leptosomus	short-legged ground-roller
GCA_013399075.1	Chloroceryle_aenea__American_pygmy_kingfisher__HLchlAen1__GCA_013399075.1	Chloroceryle aenea	American pygmy kingfisher
GCA_033124195.1	Coracias_cyanogaster__Blue-bellied_roller__HLcorCyan1__GCA_033124195.1	Coracias cyanogaster	Blue-bellied roller
GCA_045787065.1	Coracias_garrulus__European_roller__HLcorGarr1__GCA_045787065.1	Coracias garrulus	European roller
GCA_013400335.1	Eurystomus_gularis__Blue_throated_roller__HLeurGul1__GCA_013400335.1	Eurystomus gularis	Blue throated roller
GCA_045783135.1	Merops_apiaster__European_bee-eater__HLmerApia1__GCA_045783135.1	Merops apiaster	European bee-eater
GCA_009819595.1	Merops_nubicus__carmine_bee-eater__HLmerNub1__GCA_009819595.1	Merops nubicus	carmine bee-eater
GCA_013396935.1	Baryphthengus_martii__Rufous_motmot__HLbarMar1__GCA_013396935.1	Baryphthengus martii	Rufous motmot
GCA_013389965.1	Todus_mexicanus__puerto_rican_tody__HLtodMex1__GCA_013389965.1	Todus mexicanus	puerto rican tody
GCA_034619465.1	Leptosomus_discolor__Cuckoo_roller__HLlepDisc2B__GCA_034619465.1	Leptosomus discolor	Cuckoo roller
GCF_000691785.1	Leptosomus_discolor__cuckoo_roller__lepDis1__GCF_000691785.1	Leptosomus discolor	cuckoo roller
GCA_013396975.1	Bucco_capensis__collared_puffbird__HLbucCap1__GCA_013396975.1	Bucco capensis	collared puffbird
GCA_013399015.1	Galbula_dea__Paradise_jacamar__HLgalDea1__GCA_013399015.1	Galbula dea	Paradise jacamar
GCA_027791375.1	Indicator_indicator__Greater_honeyguide__HLindInd2__GCA_027791375.1	Indicator indicator	Greater honeyguide
GCA_013399975.1	Indicator_maculatus__spotted_honeyguide__HLindMac1__GCA_013399975.1	Indicator maculatus	spotted honeyguide
GCA_015220805.1	Pogoniulus_pusillus__Red-fronted_tinkerbird__HLpogPus1__GCA_015220805.1	Pogoniulus pusillus	Red-fronted tinkerbird
GCA_013400475.1	Tricholaema_leucomelas__pied_barbet__HLtriLeu1__GCA_013400475.1	Tricholaema leucomelas	pied barbet
GCA_013396835.1	Psilopogon_haemacephalus__Coppersmith_barbet__HLpsiHae1__GCA_013396835.1	Psilopogon haemacephalus	Coppersmith barbet
GCA_015227895.1	Colaptes_auratus__northern_flicker__HLcolAur1__GCA_015227895.1	Colaptes auratus	northern flicker
GCA_014839835.1	Picoides_pubescens__Downy_woodpecker__HLpicPub2__GCA_014839835.1	Picoides pubescens	Downy woodpecker
GCF_014839835.1	Dryobates_pubescens__Downy_woodpecker__HLpicPub3__GCF_014839835.1	Dryobates pubescens	Downy woodpecker
GCA_045788425.1	Dryocopus_martius__Black_woodpecker__HLdryMart1__GCA_045788425.1	Dryocopus martius	Black woodpecker
GCA_011125475.1	Melanerpes_aurifrons__Golden-fronted_woodpecker__HLmelAur1__GCA_011125475.1	Melanerpes aurifrons	Golden-fronted woodpecker
GCF_026170545.1	Melanerpes_formicivorus__Acorn_woodpecker__HLmelFor1__GCF_026170545.1	Melanerpes formicivorus	Acorn woodpecker
GCA_033816785.1	Picus_viridis__Eurasian_green_woodpecker__HLpicVir1__GCA_033816785.1	Picus viridis	Eurasian green woodpecker
GCA_013396675.1	Eubucco_bourcierii__red-headed_barbet__HLeubBou1__GCA_013396675.1	Eubucco bourcierii	red-headed barbet
GCA_013399055.1	Ramphastos_sulfuratus__Keel_billed_toucan__HLramSul1__GCA_013399055.1	Ramphastos sulfuratus	Keel billed toucan
GCA_040967075.1	Ramphastos_toco__Toco_toucan__HLramToco1__GCA_040967075.1	Ramphastos toco	Toco toucan
GCF_000703405.1	Apaloderma_vittatum__bar-tailed_trogon__apaVit1__GCF_000703405.1	Apaloderma vittatum	bar-tailed trogon
GCA_013399275.1	Trogon_melanurus__black-tailed_trogon__HLtroMel1__GCA_013399275.1	Trogon melanurus	black-tailed trogon
GCA_020746105.1	Trogon_surrucura__Suruca_trogon__HLtroSur1__GCA_020746105.1	Trogon surrucura	Suruca trogon
GCA_003259725.1	Athene_cunicularia__burrowing_owl__HLathCun1__GCA_003259725.1	Athene cunicularia	burrowing owl
GCA_965140245.1	Athene_noctua__Little_owl__HLathNoct1A__GCA_965140245.1	Athene noctua	Little owl
GCA_010303855.1	Bubo_bubo__Eurasian_eagle-owl__HLbubBub1__GCA_010303855.1	Bubo bubo	Eurasian eagle-owl
GCA_017315185.1	Bubo_scandiacus__Snowy_owl__HLbubSca1__GCA_017315185.1	Bubo scandiacus	Snowy owl
GCA_013396715.1	Ciccaba_nigrolineata__Black_and_white_owl__HLcicNig1__GCA_013396715.1	Ciccaba nigrolineata	Black and white owl
GCA_013399595.1	Glaucidium_brasilianum__ferruginous_pygmy-owl__HLglaBra1__GCA_013399595.1	Glaucidium brasilianum	ferruginous pygmy-owl
GCA_010365825.1	Otus_sunia__Oriental_scops-owl__HLotuSun1__GCA_010365825.1	Otus sunia	Oriental scops-owl
GCA_031877795.1	Strix_aluco__Tawny_owl__HLstrAluc1A__GCA_031877795.1	Strix aluco	Tawny owl
GCA_051313305.1	Strix_nebulosa__Great_grey_owl__HLstrNebu1__GCA_051313305.1	Strix nebulosa	Great grey owl
GCF_047716275.1	Strix_uralensis__Ural_owl__HLstrUral1__GCF_047716275.1	Strix uralensis	Ural owl
GCA_002372975.1	Strix_occidentalis_caurina__northern_spotted_owl__HLstrOcc1__GCA_002372975.1	Strix occidentalis caurina	northern spotted owl
GCA_002372975.2	Strix_occidentalis_caurina__northern_spotted_owl__HLstrOccCau2__GCA_002372975.2	Strix occidentalis caurina	northern spotted owl
GCA_045785065.1	Surnia_ulula__Northern_hawk-owl__HLsurUlul1__GCA_045785065.1	Surnia ulula	Northern hawk-owl
GCF_018691265.1	Tyto_alba__Barn_owl__HLtytAlb3__GCF_018691265.1	Tyto alba	Barn owl
GCA_003342985.1	Apteryx_haastii__Great_spotted_kiwi__HLaptHaa1__GCA_003342985.1	Apteryx haastii	Great spotted kiwi
GCF_036417845.1	Apteryx_mantelli__North_Island_brown_kiwi__HLaptMant2A__GCF_036417845.1	Apteryx mantelli	North Island brown kiwi
GCA_003342965.1	Apteryx_owenii__little_spotted_kiwi__HLaptOwe1__GCA_003342965.1	Apteryx owenii	little spotted kiwi
GCA_003343035.1	Apteryx_rowi__Okarito_brown_kiwi__HLaptRow1__GCA_003343035.1	Apteryx rowi	Okarito brown kiwi
GCF_001039765.1	Apteryx_mantelli_mantelli__North_Island_brown_kiwi__aptMan1__GCF_001039765.1	Apteryx mantelli mantelli	North Island brown kiwi
GCA_003342895.1	Casuarius_casuarius__southern_cassowary__HLcasCas1__GCA_003342895.1	Casuarius casuarius	southern cassowary
GCA_013396415.1	Casuarius_casuarius__southern_cassowary__HLcasCas2__GCA_013396415.1	Casuarius casuarius	southern cassowary
GCF_036370855.1	Dromaius_novaehollandiae__Emu__HLdroNov3__GCF_036370855.1	Dromaius novaehollandiae	Emu
GCA_003342835.1	Pterocnemia_pennata__lesser_rhea__HLptePen1__GCA_003342835.1	Pterocnemia pennata	lesser rhea
GCA_003343005.1	Rhea_americana__greater_rhea__HLrheAme1__GCA_003343005.1	Rhea americana	greater rhea
GCF_028389875.1	Rhea_pennata__Lesser_rhea__HLrhePen1__GCF_028389875.1	Rhea pennata	Lesser rhea
GCF_040807025.1	Struthio_camelus__African_ostrich__HLstrCame2A__GCF_040807025.1	Struthio camelus	African ostrich
GCF_000698965.1	Struthio_camelus_australis__African_ostrich__strCam1__GCF_000698965.1	Struthio camelus australis	African ostrich
GCA_003342915.1	Crypturellus_cinnamomeus__Thicket_tinamou__HLcryCin1__GCA_003342915.1	Crypturellus cinnamomeus	Thicket tinamou
GCA_013389845.1	Crypturellus_soui__Little_tinamou__HLcrySou1__GCA_013389845.1	Crypturellus soui	Little tinamou
